V x y t
58 742 102 104
52 576 183 104
37 437 75 104
52 576 183 105
58 742 102 105
61 803 278 105
60 795 300 106
57 684 406 106
55 655 367 106
63 804 735 107
56 672 598 107
57 684 406 107
59 777 834 108
45 522 921 108
46 527 849 108
57 684 406 109
60 795 300 109
77 896 561 109
61 803 278 110
60 795 300 110
55 655 367 110
60 795 300 111
61 803 278 111
87 956 346 111
59 777 834 112
63 804 735 112
67 822 780 112
62 803 980 113
45 522 921 113
59 777 834 113
62 803 980 114
22 227 974 114
45 522 921 114
63 804 735 115
59 777 834 115
50 569 699 115
77 896 561 116
63 804 735 116
57 684 406 116
59 777 834 117
64 809 831 117
69 837 901 117
65 811 104 118
58 742 102 118
24 301 26 118
65 811 104 119
61 803 278 119
58 742 102 119
61 803 278 120
65 811 104 120
74 878 223 120
64 809 831 121
67 822 780 121
68 833 806 121
66 816 927 122
62 803 980 122
59 777 834 122
67 822 780 123
64 809 831 123
59 777 834 123
63 804 735 124
77 896 561 124
76 896 635 124
64 809 831 125
68 833 806 125
69 837 901 125
80 911 855 126
69 837 901 126
68 833 806 126
69 837 901 127
66 816 927 127
59 777 834 127
66 816 927 128
69 837 901 128
70 841 959 128
71 846 960 129
70 841 959 129
69 837 901 129
70 841 959 130
62 803 980 130
66 816 927 130
61 803 278 131
74 878 223 131
87 956 346 131
71 846 960 132
62 803 980 132
70 841 959 132
65 811 104 133
72 872 137 133
74 878 223 133
68 833 806 134
79 906 779 134
81 915 816 134
63 804 735 135
76 896 635 135
73 875 754 135
73 875 754 136
76 896 635 136
84 927 688 136
71 846 960 137
69 837 901 137
85 927 933 137
75 895 980 138
62 803 980 138
71 846 960 138
73 875 754 139
67 822 780 139
63 804 735 139
73 875 754 140
68 833 806 140
67 822 780 140
78 906 139 141
72 872 137 141
65 811 104 141
78 906 139 142
74 878 223 142
72 872 137 142
74 878 223 143
78 906 139 143
88 985 190 143
87 956 346 144
77 896 561 144
60 795 300 144
77 896 561 145
87 956 346 145
86 952 565 145
79 906 779 146
68 833 806 146
73 875 754 146
81 915 816 147
80 911 855 147
68 833 806 147
69 837 901 148
80 911 855 148
85 927 933 148
79 906 779 149
82 924 753 149
81 915 816 149
82 924 753 150
79 906 779 150
73 875 754 150
81 915 816 151
82 924 753 151
89 997 647 151
85 927 933 152
75 895 980 152
71 846 960 152
75 895 980 153
85 927 933 153
83 926 972 153
73 875 754 154
84 927 688 154
82 924 753 154
84 927 688 155
89 997 647 155
82 924 753 155
85 927 933 156
80 911 855 156
81 915 816 156
76 896 635 157
86 952 565 157
89 997 647 157
89 997 647 158
84 927 688 158
76 896 635 158
89 997 647 159
85 927 933 159
81 915 816 159
86 952 565 160
76 896 635 160
77 896 561 160
88 985 190 161
87 956 346 161
74 878 223 161
87 956 346 162
88 985 190 162
89 997 647 162
89 997 647 163
86 952 565 163
87 956 346 163
89 997 647 164
83 926 972 164
85 927 933 164
