V x y t
72 911 576 138
70 892 522 138
74 918 725 139
75 945 617 139
79 993 633 139
76 957 865 140
71 900 755 140
74 918 725 140
51 698 918 141
76 957 865 141
78 980 877 141
70 892 522 142
77 964 369 142
79 993 633 142
79 993 633 143
75 945 617 143
72 911 576 143
78 980 877 144
76 957 865 144
74 918 725 144
78 980 877 145
37 616 986 145
51 698 918 145
74 918 725 146
79 993 633 146
78 980 877 146
